Stage,Assignment,Wait Type,Time
Find,1,work,96
Find,1,wait,71
Find,2,work,106
Find,2,wait,280
Find,3,work,47
Find,3,wait,352
Find,4,work,87
Find,4,wait,466
Find,5,work,71
Find,5,wait,540
Find,6,work,90
Find,6,wait,545
Find,7,work,128
Find,7,wait,822
Find,8,work,179
Find,8,wait,816
Find,9,work,150
Find,9,wait,1486
Find,10,work,9
Find,10,wait,1691
