Stage,Assignment,Wait Type,Time
Find,1,work,72
Find,1,wait,144
Find,2,work,46
Find,2,wait,221
Find,3,work,83
Find,3,wait,233
Find,4,work,160
Find,4,wait,211
Find,5,work,29
Find,5,wait,354
Find,6,work,53
Find,6,wait,331
Find,7,work,182
Find,7,wait,379
Find,8,work,114
Find,8,wait,475
Find,9,work,216
Find,9,wait,512
Find,10,work,149
Find,10,wait,609
