Stage,Assignment,Wait Type,Time
Find,1,work,24
Find,1,wait,75
Find,2,work,141
Find,2,wait,118
Find,3,work,62
Find,3,wait,1276
Find,4,work,26
Find,4,wait,1570
Find,5,work,113
Find,5,wait,3314
Find,6,work,103
Find,6,wait,3936
Find,7,work,33
Find,7,wait,10910
Find,8,work,26
Find,8,wait,11816
Find,9,work,18
Find,9,wait,25651
Find,10,work,7
Find,10,wait,26337
